Flight,F-IATA,F-City,F-Country,F-Term,F-Time,T-IATA,T-City,T-Country,T-Term,T-Time,Distance,Duration
EZY3562,SUF,Lamezia,Italy,,16:15,MXP,Milan Malpensa,Italy,T2,18:00,603,105
EZY3564,SUF,Lamezia,Italy,,22:10,MXP,Milan Malpensa,Italy,T2,23:55,603,105
EZY3600,LMP,Lampedusa,Italy,,15:05,MXP,Milan Malpensa,Italy,T2,17:10,669,125
EZY6454,ACE,Lanzarote,Spain,,18:35,LGW,London Gatwick,United Kingdom,South Terminal,22:40,1683,305
EZY8122,ACE,Lanzarote,Spain,,11:10,LGW,London Gatwick,United Kingdom,North Terminal,15:15,1683,305
EZY8126,ACE,Lanzarote,Spain,,23:25,LGW,London Gatwick,United Kingdom,North Terminal,06 Jun 03:25,1683,300
EZY48,LBA,Leeds Bradford,United Kingdom,,14:40,BFS,Belfast Intl,United Kingdom,,15:45,232,65
EZY1822,LIL,Lille,France,,09:05,BOD,Bordeaux,France,Billi L,10:30,434,85
EZY1824,LIL,Lille,France,,20:25,BOD,Bordeaux,France,Billi L,21:50,434,85
EZY1612,LIL,Lille,France,,08:35,NCE,Nice,France,Terminal 2,10:15,515,100
EZY1614,LIL,Lille,France,,16:35,NCE,Nice,France,Terminal 2,18:15,515,100
EZY1616,LIL,Lille,France,,21:20,NCE,Nice,France,Terminal 2,23:00,515,100
EZY4902,LIL,Lille,France,,09:30,TLS,Toulouse,France,,11:00,486,90
EZY4904,LIL,Lille,France,,21:25,TLS,Toulouse,France,,22:55,486,90
EZY7961,LIS,Lisbon,Portugal,T1,18:25,AMS,Amsterdam,Netherlands,,22:20,1148,175
EZY6701,LIS,Lisbon,Portugal,T1,14:10,BCN,Barcelona,Spain,Terminal 2C,17:05,588,115
EZY7645,LIS,Lisbon,Portugal,T1,06:10,BSL,Basel,Switzerland,checkin Swiss sector,09:50,1035,160
EZY7605,LIS,Lisbon,Portugal,T1,11:45,BOD,Bordeaux,France,Billi L,14:35,602,110
EZY7607,LIS,Lisbon,Portugal,T1,18:50,BOD,Bordeaux,France,Billi L,21:40,602,110
EZY1462,LIS,Lisbon,Portugal,T1,08:25,GVA,Geneva,Switzerland,,11:50,931,145
EZY1464,LIS,Lisbon,Portugal,T1,19:30,GVA,Geneva,Switzerland,,23:00,931,150
EZY7643,LIS,Lisbon,Portugal,T1,13:20,GVA,Geneva,Switzerland,,16:45,931,145
EZY8512,LIS,Lisbon,Portugal,T1,06:40,LGW,London Gatwick,United Kingdom,North Terminal,09:25,958,165
EZY8514,LIS,Lisbon,Portugal,T1,16:45,LGW,London Gatwick,United Kingdom,North Terminal,19:25,958,160
EZY8518,LIS,Lisbon,Portugal,T1,20:45,LGW,London Gatwick,United Kingdom,North Terminal,23:25,958,160
EZY2460,LIS,Lisbon,Portugal,T1,10:25,LTN,London Luton,United Kingdom,,13:10,998,165
EZY2462,LIS,Lisbon,Portugal,T1,15:45,LTN,London Luton,United Kingdom,,18:30,998,165
EZY4426,LIS,Lisbon,Portugal,T1,19:30,LYS,Lyon,France,T1,22:50,871,140
EZY6733,LIS,Lisbon,Portugal,T1,13:00,LYS,Lyon,France,T1,16:20,871,140
EZY7621,LIS,Lisbon,Portugal,T1,07:10,FNC,Madeira Funchal,Portugal,,09:00,600,110
EZY7625,LIS,Lisbon,Portugal,T1,14:30,FNC,Madeira Funchal,Portugal,,16:15,600,105
EZY7627,LIS,Lisbon,Portugal,T1,18:55,FNC,Madeira Funchal,Portugal,,20:40,600,105
EZY6723,LIS,Lisbon,Portugal,T1,19:35,MAD,Madrid,Spain,Terminal 1,22:00,320,85
EZY7651,LIS,Lisbon,Portugal,T1,07:05,MAD,Madrid,Spain,Terminal 1,09:20,320,75
EZY7653,LIS,Lisbon,Portugal,T1,15:00,MAD,Madrid,Spain,Terminal 1,17:20,320,80
EZY2210,LIS,Lisbon,Portugal,T1,20:15,MAN,Manchester,United Kingdom,Terminal 1,23:15,1171,180
EZY3872,LIS,Lisbon,Portugal,T1,06:10,MXP,Milan Malpensa,Italy,T2,09:45,1028,155
EZY7609,LIS,Lisbon,Portugal,T1,10:50,NTE,Nantes,France,,13:50,637,120
EZY6731,LIS,Lisbon,Portugal,T1,06:00,NCE,Nice,France,Terminal 2,09:25,914,145
EZY7681,LIS,Lisbon,Portugal,T1,06:10,PRG,Prague,Czech,Terminal 2,10:40,1522,210
EZY6743,LIS,Lisbon,Portugal,T1,19:15,TLS,Toulouse,France,,22:10,588,115
EZY6747,LIS,Lisbon,Portugal,T1,06:30,ZRH,Zurich,Switzerland,,10:25,1073,175
EZY3357,LPL,Liverpool,United Kingdom,,19:20,ALC,Alicante,Spain,,23:00,1045,160
EZY3441,LPL,Liverpool,United Kingdom,,06:15,AMS,Amsterdam,Netherlands,,08:40,327,85
EZY531,LPL,Liverpool,United Kingdom,,06:25,BHD,Belfast City (George Best),United Kingdom,Terminal 1,07:15,162,50
EZY533,LPL,Liverpool,United Kingdom,,16:35,BHD,Belfast City (George Best),United Kingdom,Terminal 1,17:25,162,50
EZY78,LPL,Liverpool,United Kingdom,,08:50,BFS,Belfast Intl,United Kingdom,,09:40,165,50
EZY501,LPL,Liverpool,United Kingdom,,09:05,BFS,Belfast Intl,United Kingdom,,09:55,165,50
EZY507,LPL,Liverpool,United Kingdom,,13:35,BFS,Belfast Intl,United Kingdom,,14:25,165,50
EZY509,LPL,Liverpool,United Kingdom,,16:00,BFS,Belfast Intl,United Kingdom,,16:50,165,50
EZY511,LPL,Liverpool,United Kingdom,,20:40,BFS,Belfast Intl,United Kingdom,,21:30,165,50
EZY3409,LPL,Liverpool,United Kingdom,,07:30,DLM,Dalaman,Turkey,,14:05,1933,275
EZY3421,LPL,Liverpool,United Kingdom,,06:20,FAO,Faro,Portugal,,09:15,1154,175
EZY3423,LPL,Liverpool,United Kingdom,,09:20,FAO,Faro,Portugal,,12:15,1154,175
EZY3425,LPL,Liverpool,United Kingdom,,18:40,FAO,Faro,Portugal,,21:30,1154,170
EZY515,LPL,Liverpool,United Kingdom,,07:00,IOM,Isle of Man,United Kingdom,Terminal 1,07:40,89,40
EZY519,LPL,Liverpool,United Kingdom,,16:20,IOM,Isle of Man,United Kingdom,Terminal 1,17:00,89,40
EZY521,LPL,Liverpool,United Kingdom,,12:50,IOM,Isle of Man,United Kingdom,Terminal 1,13:30,89,40
EZY527,LPL,Liverpool,United Kingdom,,17:15,JER,Jersey,Jersey,,18:25,287,70
EZY3359,LPL,Liverpool,United Kingdom,,06:10,PMI,Majorca Palma,Spain,,09:45,988,155
EZY3361,LPL,Liverpool,United Kingdom,,18:45,PMI,Majorca Palma,Spain,,22:15,988,150
EZY3367,LPL,Liverpool,United Kingdom,,06:00,AGP,Malaga,Spain,,09:55,1153,175
EZY3471,LPL,Liverpool,United Kingdom,,12:50,NCE,Nice,France,Terminal 2,16:05,811,135
EZY3475,LPL,Liverpool,United Kingdom,,13:15,CDG,Paris Charles de Gaulle,France,,15:45,380,90
EZY3365,LPL,Liverpool,United Kingdom,,13:30,TFS,Tenerife South,Spain,,18:15,1528,285
EZY8842,LJU,Ljubljana,Slovenia,,20:25,LGW,London Gatwick,United Kingdom,North Terminal,21:40,769,135
EZY857,LGW,London Gatwick,United Kingdom,North Terminal,13:20,ABZ,Aberdeen,United Kingdom,,15:00,427,100
EZY859,LGW,London Gatwick,United Kingdom,North Terminal,19:55,ABZ,Aberdeen,United Kingdom,,21:35,427,100
EZY6431,LGW,London Gatwick,United Kingdom,South Terminal,08:20,ALC,Alicante,Spain,,11:50,889,150
EZY8107,LGW,London Gatwick,United Kingdom,North Terminal,05:50,ALC,Alicante,Spain,,09:20,889,150
EZY8111,LGW,London Gatwick,United Kingdom,North Terminal,12:00,ALC,Alicante,Spain,,15:35,889,155
EZY8117,LGW,London Gatwick,United Kingdom,North Terminal,18:00,ALC,Alicante,Spain,,21:35,889,155
EZY8119,LGW,London Gatwick,United Kingdom,North Terminal,19:30,ALC,Alicante,Spain,,23:05,889,155
EZY8003,LGW,London Gatwick,United Kingdom,North Terminal,16:20,LEI,Almeria,Spain,,20:05,993,165
EZY8672,LGW,London Gatwick,United Kingdom,North Terminal,06:00,AMS,Amsterdam,Netherlands,,08:25,227,85
EZY8674,LGW,London Gatwick,United Kingdom,North Terminal,08:00,AMS,Amsterdam,Netherlands,,10:15,227,75
EZY8676,LGW,London Gatwick,United Kingdom,North Terminal,11:50,AMS,Amsterdam,Netherlands,,14:10,227,80
EZY8678,LGW,London Gatwick,United Kingdom,North Terminal,12:55,AMS,Amsterdam,Netherlands,,15:20,227,85
EZY8680,LGW,London Gatwick,United Kingdom,North Terminal,14:20,AMS,Amsterdam,Netherlands,,16:45,227,85
EZY8682,LGW,London Gatwick,United Kingdom,North Terminal,17:25,AMS,Amsterdam,Netherlands,,19:45,227,80
EZY8684,LGW,London Gatwick,United Kingdom,North Terminal,18:40,AMS,Amsterdam,Netherlands,,21:00,227,80
EZY8686,LGW,London Gatwick,United Kingdom,North Terminal,20:05,AMS,Amsterdam,Netherlands,,22:25,227,80
EZY8688,LGW,London Gatwick,United Kingdom,North Terminal,15:10,AMS,Amsterdam,Netherlands,,17:35,227,85
EZY8555,LGW,London Gatwick,United Kingdom,North Terminal,07:15,AYT,Antalya,Turkey,Terminal 2,13:25,1810,250
EZY8557,LGW,London Gatwick,United Kingdom,North Terminal,15:35,AYT,Antalya,Turkey,Terminal 2,21:55,1810,260
EZY8181,LGW,London Gatwick,United Kingdom,North Terminal,05:40,ATH,Athens,Greece,,11:20,1489,220
EZY8185,LGW,London Gatwick,United Kingdom,North Terminal,14:40,ATH,Athens,Greece,,20:25,1489,225
EZY7195,LGW,London Gatwick,United Kingdom,North Terminal,09:50,BCN,Barcelona,Spain,Terminal 2C,13:00,689,130
EZY8055,LGW,London Gatwick,United Kingdom,North Terminal,07:30,BCN,Barcelona,Spain,Terminal 2C,10:40,689,130
EZY8057,LGW,London Gatwick,United Kingdom,North Terminal,11:35,BCN,Barcelona,Spain,Terminal 2C,14:45,689,130
EZY8477,LGW,London Gatwick,United Kingdom,North Terminal,08:10,BSL,Basel,Switzerland,checkin Swiss sector,10:50,426,100
EZY8483,LGW,London Gatwick,United Kingdom,North Terminal,14:40,BSL,Basel,Switzerland,checkin Swiss sector,17:20,426,100
EZY801,LGW,London Gatwick,United Kingdom,North Terminal,06:30,BHD,Belfast City (George Best),United Kingdom,Terminal 1,08:00,399,90
EZY819,LGW,London Gatwick,United Kingdom,North Terminal,08:25,BFS,Belfast Intl,United Kingdom,,09:55,350,90
EZY821,LGW,London Gatwick,United Kingdom,North Terminal,20:30,BFS,Belfast Intl,United Kingdom,,22:00,350,90
EZY823,LGW,London Gatwick,United Kingdom,North Terminal,06:15,BFS,Belfast Intl,United Kingdom,,07:45,350,90
EZY825,LGW,London Gatwick,United Kingdom,North Terminal,11:45,BFS,Belfast Intl,United Kingdom,,13:20,350,95
EZY827,LGW,London Gatwick,United Kingdom,North Terminal,14:20,BFS,Belfast Intl,United Kingdom,,15:55,350,95
EZY831,LGW,London Gatwick,United Kingdom,North Terminal,18:35,BFS,Belfast Intl,United Kingdom,,20:05,350,90
EZY8623,LGW,London Gatwick,United Kingdom,North Terminal,16:15,BER,Berlin Brandenburg,Germany,Terminal 1,19:15,637,120
EZY8627,LGW,London Gatwick,United Kingdom,North Terminal,19:50,BER,Berlin Brandenburg,Germany,Terminal 1,22:50,637,120
EZY8629,LGW,London Gatwick,United Kingdom,North Terminal,06:35,BER,Berlin Brandenburg,Germany,Terminal 1,09:35,637,120
EZY8001,LGW,London Gatwick,United Kingdom,North Terminal,06:45,BIO,Bilbao,Spain,,09:50,669,125
EZY6595,LGW,London Gatwick,United Kingdom,South Terminal,08:35,BJV,Bodrum,Turkey,Terminal 1,14:40,1667,245
EZY8573,LGW,London Gatwick,United Kingdom,North Terminal,19:30,BJV,Bodrum,Turkey,Terminal 1,06 Jun 01:40,1667,250
EZY6451,LGW,London Gatwick,United Kingdom,South Terminal,08:00,BOD,Bordeaux,France,Billi L,10:40,437,100
EZY8381,LGW,London Gatwick,United Kingdom,North Terminal,08:15,BOD,Bordeaux,France,Billi L,10:55,437,100
EZY8731,LGW,London Gatwick,United Kingdom,North Terminal,08:25,BUD,Budapest,Hungary,Terminal 2,11:55,913,150
EZY8207,LGW,London Gatwick,United Kingdom,North Terminal,05:50,CFU,Corfu,Greece,,11:00,1255,190
EZY8209,LGW,London Gatwick,United Kingdom,North Terminal,06:45,CFU,Corfu,Greece,,12:05,1255,200
EZY8211,LGW,London Gatwick,United Kingdom,North Terminal,09:35,CFU,Corfu,Greece,,14:50,1255,195
EZY8213,LGW,London Gatwick,United Kingdom,North Terminal,16:50,CFU,Corfu,Greece,,22:00,1255,190
EZY8223,LGW,London Gatwick,United Kingdom,North Terminal,08:00,CHQ,Crete Chania,Greece,Terminal 1,13:55,1619,235
EZY8225,LGW,London Gatwick,United Kingdom,North Terminal,11:20,CHQ,Crete Chania,Greece,Terminal 1,17:25,1619,245
EZY8215,LGW,London Gatwick,United Kingdom,North Terminal,07:10,HER,Crete Heraklion,Greece,,13:10,1667,240
EZY8217,LGW,London Gatwick,United Kingdom,North Terminal,16:40,HER,Crete Heraklion,Greece,,22:40,1667,240
EZY8657,LGW,London Gatwick,United Kingdom,North Terminal,13:25,LCA,Cyprus Larnaca,Cyprus,New Terminal,20:10,2021,285
EZY8659,LGW,London Gatwick,United Kingdom,North Terminal,15:55,LCA,Cyprus Larnaca,Cyprus,New Terminal,22:35,2021,280
EZY8651,LGW,London Gatwick,United Kingdom,North Terminal,07:40,PFO,Cyprus Paphos,Cyprus,,14:15,1982,275
EZY8653,LGW,London Gatwick,United Kingdom,North Terminal,14:00,PFO,Cyprus Paphos,Cyprus,,20:35,1982,275
EZY8655,LGW,London Gatwick,United Kingdom,North Terminal,15:50,PFO,Cyprus Paphos,Cyprus,,22:25,1982,275
EZY8563,LGW,London Gatwick,United Kingdom,North Terminal,07:30,DLM,Dalaman,Turkey,,13:35,1738,245
EZY8565,LGW,London Gatwick,United Kingdom,North Terminal,15:10,DLM,Dalaman,Turkey,,21:20,1738,250
EZY8569,LGW,London Gatwick,United Kingdom,North Terminal,21:45,DLM,Dalaman,Turkey,,06 Jun 03:50,1738,245
EZY6427,LGW,London Gatwick,United Kingdom,South Terminal,13:40,DBV,Dubrovnik,Croatia,,17:25,1052,165
EZY8601,LGW,London Gatwick,United Kingdom,North Terminal,07:05,DBV,Dubrovnik,Croatia,,10:45,1052,160
EZY807,LGW,London Gatwick,United Kingdom,North Terminal,08:10,EDI,Edinburgh,United Kingdom,,09:40,357,90
EZY813,LGW,London Gatwick,United Kingdom,North Terminal,13:30,EDI,Edinburgh,United Kingdom,,15:00,357,90
EZY815,LGW,London Gatwick,United Kingdom,North Terminal,19:15,EDI,Edinburgh,United Kingdom,,20:45,357,90
EZY6473,LGW,London Gatwick,United Kingdom,South Terminal,06:25,EDI,Edinburgh,United Kingdom,,08:00,357,95
EZY8845,LGW,London Gatwick,United Kingdom,North Terminal,07:45,NBE,Enfidha - Hammamet,Tunisia,,10:55,1297,190
EZY6461,LGW,London Gatwick,United Kingdom,South Terminal,06:25,FAO,Faro,Portugal,,09:20,1048,175
EZY8529,LGW,London Gatwick,United Kingdom,North Terminal,09:50,FAO,Faro,Portugal,,12:45,1048,175
EZY8535,LGW,London Gatwick,United Kingdom,North Terminal,12:20,FAO,Faro,Portugal,,15:15,1048,175
EZY8539,LGW,London Gatwick,United Kingdom,North Terminal,16:20,FAO,Faro,Portugal,,19:15,1048,175
EZY8543,LGW,London Gatwick,United Kingdom,North Terminal,20:30,FAO,Faro,Portugal,,23:25,1048,175
EZY8041,LGW,London Gatwick,United Kingdom,North Terminal,05:45,FUE,Fuerteventura,Spain,,10:00,1720,195
EZY6511,LGW,London Gatwick,United Kingdom,South Terminal,06:45,GVA,Geneva,Switzerland,,09:25,445,100
EZY8487,LGW,London Gatwick,United Kingdom,North Terminal,08:10,GVA,Geneva,Switzerland,,10:50,445,100
EZY8493,LGW,London Gatwick,United Kingdom,North Terminal,13:35,GVA,Geneva,Switzerland,,16:15,445,100
EZY8495,LGW,London Gatwick,United Kingdom,North Terminal,18:25,GVA,Geneva,Switzerland,,21:00,445,95
EZY8497,LGW,London Gatwick,United Kingdom,North Terminal,20:20,GVA,Geneva,Switzerland,,22:55,445,95
EZY8505,LGW,London Gatwick,United Kingdom,North Terminal,17:00,GVA,Geneva,Switzerland,,19:35,445,95
EZY8791,LGW,London Gatwick,United Kingdom,North Terminal,07:00,GIB,Gibraltar,Gibraltar,,11:00,1066,180
EZY8793,LGW,London Gatwick,United Kingdom,North Terminal,16:40,GIB,Gibraltar,Gibraltar,,20:35,1066,175
EZY861,LGW,London Gatwick,United Kingdom,North Terminal,08:25,GLA,Glasgow,United Kingdom,,09:55,370,90
EZY863,LGW,London Gatwick,United Kingdom,North Terminal,16:00,GLA,Glasgow,United Kingdom,,17:30,370,90
EZY865,LGW,London Gatwick,United Kingdom,North Terminal,06:15,GLA,Glasgow,United Kingdom,,07:45,370,90
EZY869,LGW,London Gatwick,United Kingdom,North Terminal,09:05,GLA,Glasgow,United Kingdom,,10:35,370,90
EZY871,LGW,London Gatwick,United Kingdom,North Terminal,18:10,GLA,Glasgow,United Kingdom,,19:40,370,90
EZY8129,LGW,London Gatwick,United Kingdom,North Terminal,14:50,LPA,Gran Canaria,Spain,,19:25,1787,215
EZY8633,LGW,London Gatwick,United Kingdom,North Terminal,07:05,HAM,Hamburg,Germany,Terminal 1,09:45,463,100
EZY8743,LGW,London Gatwick,United Kingdom,North Terminal,13:45,HRG,Hurghada,Egypt,Terminal 1,21:15,2425,330
EZY8099,LGW,London Gatwick,United Kingdom,North Terminal,05:35,IBZ,Ibiza,Spain,,09:00,851,145
EZY8103,LGW,London Gatwick,United Kingdom,North Terminal,17:40,IBZ,Ibiza,Spain,,21:10,851,150
EZY8105,LGW,London Gatwick,United Kingdom,North Terminal,20:25,IBZ,Ibiza,Spain,,23:55,851,150
EZY847,LGW,London Gatwick,United Kingdom,North Terminal,12:25,INV,Inverness,United Kingdom,,14:10,469,105
EZY849,LGW,London Gatwick,United Kingdom,North Terminal,18:40,INV,Inverness,United Kingdom,,20:20,469,100
EZY851,LGW,London Gatwick,United Kingdom,North Terminal,20:30,INV,Inverness,United Kingdom,,22:10,469,100
EZY839,LGW,London Gatwick,United Kingdom,North Terminal,08:05,IOM,Isle of Man,United Kingdom,Terminal 1,09:25,276,80
EZY843,LGW,London Gatwick,United Kingdom,North Terminal,19:15,IOM,Isle of Man,United Kingdom,Terminal 1,20:35,276,80
EZY873,LGW,London Gatwick,United Kingdom,North Terminal,07:10,JER,Jersey,Jersey,,08:15,161,65
EZY875,LGW,London Gatwick,United Kingdom,North Terminal,10:40,JER,Jersey,Jersey,,11:45,161,65
EZY877,LGW,London Gatwick,United Kingdom,North Terminal,17:15,JER,Jersey,Jersey,,18:20,161,65
EZY879,LGW,London Gatwick,United Kingdom,North Terminal,18:15,JER,Jersey,Jersey,,19:20,161,65
EZY883,LGW,London Gatwick,United Kingdom,North Terminal,19:05,JER,Jersey,Jersey,,20:10,161,65
EZY6411,LGW,London Gatwick,United Kingdom,South Terminal,13:10,EFL,Kefalonia,Greece,,18:50,1352,220
EZY8195,LGW,London Gatwick,United Kingdom,North Terminal,05:50,EFL,Kefalonia,Greece,,11:30,1352,220
EZY8237,LGW,London Gatwick,United Kingdom,North Terminal,19:00,KGS,Kos,Greece,Terminal 1,06 Jun 01:00,1667,240
EZY8823,LGW,London Gatwick,United Kingdom,North Terminal,17:50,KRK,Krakow,Poland,,21:20,879,150
EZY8451,LGW,London Gatwick,United Kingdom,North Terminal,14:10,LRH,La Rochelle,France,,16:45,450,95
EZY6453,LGW,London Gatwick,United Kingdom,South Terminal,13:25,ACE,Lanzarote,Spain,,17:35,1683,190
EZY8121,LGW,London Gatwick,United Kingdom,North Terminal,06:10,ACE,Lanzarote,Spain,,10:20,1683,190
EZY8125,LGW,London Gatwick,United Kingdom,North Terminal,18:20,ACE,Lanzarote,Spain,,22:35,1683,195
EZY8513,LGW,London Gatwick,United Kingdom,North Terminal,10:05,LIS,Lisbon,Portugal,T1,13:00,958,175
EZY8515,LGW,London Gatwick,United Kingdom,North Terminal,20:05,LIS,Lisbon,Portugal,T1,22:55,958,170
EZY8517,LGW,London Gatwick,United Kingdom,North Terminal,17:15,LIS,Lisbon,Portugal,T1,20:05,958,170
EZY8841,LGW,London Gatwick,United Kingdom,North Terminal,16:20,LJU,Ljubljana,Slovenia,,19:35,769,135
EZY8429,LGW,London Gatwick,United Kingdom,North Terminal,08:15,LYS,Lyon,France,T1,10:55,446,100
EZY8434,LGW,London Gatwick,United Kingdom,North Terminal,20:00,LYS,Lyon,France,T1,22:40,446,100
EZY6403,LGW,London Gatwick,United Kingdom,South Terminal,13:55,FNC,Madeira Funchal,Portugal,,17:50,1526,235
EZY8519,LGW,London Gatwick,United Kingdom,North Terminal,07:40,FNC,Madeira Funchal,Portugal,,11:30,1526,230
EZY8017,LGW,London Gatwick,United Kingdom,North Terminal,07:25,MAD,Madrid,Spain,Terminal 1,11:05,753,160
EZY8019,LGW,London Gatwick,United Kingdom,North Terminal,12:10,MAD,Madrid,Spain,Terminal 1,15:45,753,155
EZY8023,LGW,London Gatwick,United Kingdom,North Terminal,19:20,MAD,Madrid,Spain,Terminal 1,22:55,753,155
EZY8085,LGW,London Gatwick,United Kingdom,North Terminal,11:55,PMI,Majorca Palma,Spain,,15:20,813,145
EZY8089,LGW,London Gatwick,United Kingdom,North Terminal,17:45,PMI,Majorca Palma,Spain,,21:05,813,140
EZY8091,LGW,London Gatwick,United Kingdom,North Terminal,21:55,PMI,Majorca Palma,Spain,,06 Jun 01:10,813,135
EZY8095,LGW,London Gatwick,United Kingdom,North Terminal,09:10,PMI,Majorca Palma,Spain,,12:35,813,145
EZY8097,LGW,London Gatwick,United Kingdom,North Terminal,14:05,PMI,Majorca Palma,Spain,,17:30,813,145
EZY8067,LGW,London Gatwick,United Kingdom,North Terminal,05:45,AGP,Malaga,Spain,,09:40,1022,175
EZY8069,LGW,London Gatwick,United Kingdom,North Terminal,06:40,AGP,Malaga,Spain,,10:40,1022,180
EZY8077,LGW,London Gatwick,United Kingdom,North Terminal,18:40,AGP,Malaga,Spain,,22:30,1022,170
EZY8079,LGW,London Gatwick,United Kingdom,North Terminal,08:40,AGP,Malaga,Spain,,12:35,1022,175
EZY8761,LGW,London Gatwick,United Kingdom,North Terminal,06:25,MLA,Malta,Malta,,10:40,1282,195
EZY8763,LGW,London Gatwick,United Kingdom,North Terminal,15:25,MLA,Malta,Malta,,19:40,1282,195
EZY8705,LGW,London Gatwick,United Kingdom,North Terminal,06:25,RAK,Marrakech,Morocco,,10:05,1407,220
EZY8707,LGW,London Gatwick,United Kingdom,North Terminal,14:40,RAK,Marrakech,Morocco,,18:20,1407,220
EZY8439,LGW,London Gatwick,United Kingdom,North Terminal,08:00,MRS,Marseille Provence,France,Terminal 2,11:00,590,120
EZY8441,LGW,London Gatwick,United Kingdom,North Terminal,18:40,MRS,Marseille Provence,France,Terminal 2,21:40,590,120
EZY8027,LGW,London Gatwick,United Kingdom,North Terminal,06:30,MAH,Menorca Mahon,Spain,,09:50,808,140
EZY8029,LGW,London Gatwick,United Kingdom,North Terminal,12:45,MAH,Menorca Mahon,Spain,,16:10,808,145
EZY8289,LGW,London Gatwick,United Kingdom,North Terminal,09:30,LIN,Milan Linate,Italy,,12:30,587,120
EZY6441,LGW,London Gatwick,United Kingdom,South Terminal,15:55,MXP,Milan Malpensa,Italy,T2,18:55,559,120
EZY8301,LGW,London Gatwick,United Kingdom,North Terminal,06:55,MXP,Milan Malpensa,Italy,T2,09:55,559,120
EZY8303,LGW,London Gatwick,United Kingdom,North Terminal,09:10,MXP,Milan Malpensa,Italy,T2,12:10,559,120
EZY8311,LGW,London Gatwick,United Kingdom,North Terminal,20:15,MXP,Milan Malpensa,Italy,T2,23:10,559,115
EZY8389,LGW,London Gatwick,United Kingdom,North Terminal,13:00,MPL,Montpellier,France,,15:55,558,115
EZY8391,LGW,London Gatwick,United Kingdom,North Terminal,18:55,MPL,Montpellier,France,,21:50,558,115
EZY8641,LGW,London Gatwick,United Kingdom,North Terminal,18:25,MUC,Munich,Germany,Terminal 1,21:20,569,115
EZY8191,LGW,London Gatwick,United Kingdom,North Terminal,14:20,JMK,Mykonos,Greece,,20:10,1568,230
EZY8445,LGW,London Gatwick,United Kingdom,North Terminal,10:35,NTE,Nantes,France,,13:05,283,90
EZY8447,LGW,London Gatwick,United Kingdom,North Terminal,15:10,NTE,Nantes,France,,17:30,283,80
EZY8339,LGW,London Gatwick,United Kingdom,North Terminal,06:00,NAP,Naples,Italy,,09:35,990,155
EZY8341,LGW,London Gatwick,United Kingdom,North Terminal,19:10,NAP,Naples,Italy,,22:55,990,165
EZY6433,LGW,London Gatwick,United Kingdom,South Terminal,15:45,NCE,Nice,France,Terminal 2,18:50,622,125
EZY8417,LGW,London Gatwick,United Kingdom,North Terminal,06:10,NCE,Nice,France,Terminal 2,09:10,622,120
EZY8421,LGW,London Gatwick,United Kingdom,North Terminal,11:25,NCE,Nice,France,Terminal 2,14:30,622,125
EZY8423,LGW,London Gatwick,United Kingdom,North Terminal,13:55,NCE,Nice,France,Terminal 2,17:05,622,130
EZY8427,LGW,London Gatwick,United Kingdom,North Terminal,18:25,NCE,Nice,France,Terminal 2,21:30,622,125
EZY8403,LGW,London Gatwick,United Kingdom,North Terminal,07:55,CDG,Paris Charles de Gaulle,France,,10:15,191,80
EZY8405,LGW,London Gatwick,United Kingdom,North Terminal,17:25,CDG,Paris Charles de Gaulle,France,,19:45,191,80
EZY8407,LGW,London Gatwick,United Kingdom,North Terminal,18:05,CDG,Paris Charles de Gaulle,France,,20:25,191,80
EZY8411,LGW,London Gatwick,United Kingdom,North Terminal,13:50,CDG,Paris Charles de Gaulle,France,,16:10,191,80
EZY8455,LGW,London Gatwick,United Kingdom,North Terminal,17:00,CDG,Paris Charles de Gaulle,France,,19:20,191,80
EZY8315,LGW,London Gatwick,United Kingdom,North Terminal,14:15,PSA,Pisa (Tuscany),Italy,,17:30,714,135
EZY8317,LGW,London Gatwick,United Kingdom,North Terminal,12:25,PSA,Pisa (Tuscany),Italy,,15:40,714,135
EZY8319,LGW,London Gatwick,United Kingdom,North Terminal,08:00,PSA,Pisa (Tuscany),Italy,,11:10,714,130
EZY8523,LGW,London Gatwick,United Kingdom,North Terminal,06:10,OPO,Porto,Portugal,,08:35,795,145
EZY8527,LGW,London Gatwick,United Kingdom,North Terminal,09:45,OPO,Porto,Portugal,,12:15,795,150
EZY8783,LGW,London Gatwick,United Kingdom,North Terminal,18:25,PRG,Prague,Czech,Terminal 1,21:25,638,120
EZY8605,LGW,London Gatwick,United Kingdom,North Terminal,12:40,PUY,Pula,Croatia,,16:00,817,140
EZY8395,LGW,London Gatwick,United Kingdom,North Terminal,18:50,RNS,Rennes,France,,21:15,387,85
EZY6541,LGW,London Gatwick,United Kingdom,South Terminal,13:10,RHO,Rhodes,Greece,,19:15,1725,245
EZY8227,LGW,London Gatwick,United Kingdom,North Terminal,05:25,RHO,Rhodes,Greece,,11:25,1725,240
EZY8229,LGW,London Gatwick,United Kingdom,North Terminal,06:30,RHO,Rhodes,Greece,,12:30,1725,240
EZY8325,LGW,London Gatwick,United Kingdom,North Terminal,09:00,FCO,Rome Fiumicino,Italy,Terminal 3,12:40,875,160
EZY8327,LGW,London Gatwick,United Kingdom,North Terminal,15:45,FCO,Rome Fiumicino,Italy,Terminal 3,19:20,875,155
